uf_sigla,cod_regsaud,regiao_saude_pad,ano,mes,quantidade
PR,41016,16ª RS APUCARANA,2022,03,401
MG,31012,VARGINHA,2022,03,186
TO,17008,AMOR PERFEITO,2022,03,159
SP,35161,ITAPETININGA,2022,03,543
SP,35063,POLO CUESTA,2022,03,326
AP,16003,AREA SUDOESTE,2022,03,281
PR,41020,20ª RS TOLEDO,2022,03,518
CE,23003,3ª REGIAO MARACANAU,2022,03,620
RS,43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERR,2022,03,289
MS,50004,TRES LAGOAS,2022,03,398
BA,29007,GUANAMBI,2022,03,459
MG,31073,ITUIUTABA,2022,03,187
AM,13005,BAIXO AMAZONAS,2022,03,394
AL,27007,7ª REGIAO DE SAUDE,2022,03,747
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2022,03,475
GO,52017,SUL,2022,03,252
MG,31094,ALMENARA/JACINTO,2022,03,139
SC,42004,ALTO VALE DO ITAJAI,2022,03,382
PB,25012,12ª REGIAO,2022,03,205
MG,31044,LEOPOLDINA / CATAGUASES,2022,03,145
RS,43009,REGIAO 09,2022,03,357
SP,35115,PONTAL DO PARANAPANEMA,2022,03,80
MG,31076,MANGA,2022,03,92
MA,21010,PEDREIRAS,2022,03,232
TO,17003,SUDESTE,2022,03,99
MT,51014,TELES PIRES,2022,03,847
AM,13004,MEDIO AMAZONAS,2022,03,240
SP,35152,SANTA FE DO SUL,2022,03,47
MA,21006,CHAPADINHA,2022,03,462
CE,23009,9ª REGIAO RUSSAS,2022,03,206
PB,25003,3ª REGIAO,2022,03,228
GO,52004,ENTORNO SUL,2022,03,1142
CE,23013,13ª REGIAO TIANGUA,2022,03,444
MG,31047,SAO JOAO NEPOMUCENO / BICAS,2022,03,57
PA,15001,ARAGUAIA,2022,03,646
MG,31075,UBERLANDIA / ARAGUARI,2022,03,921
SP,35151,CATANDUVA,2022,03,252
AP,16002,AREA NORTE,2022,03,107
MG,31050,CORACAO DE JESUS,2022,03,26
GO,52009,OESTE I,2022,03,101
SP,35094,OURINHOS,2022,03,262
MG,31058,UNAI,2022,03,312
MG,31025,VESPASIANO,2022,03,392
RS,43019,REGIAO 19,2022,03,102
TO,17002,BICO DO PAPAGAIO,2022,03,266
MG,31093,PIUMHI,2022,03,83
AM,13009,ALTO SOLIMOES,2022,03,599
MG,31006,POCOS DE CALDAS,2022,03,218
PR,41008,8ª RS FRANCISCO BELTRAO,2022,03,439
MG,31090,LIMA DUARTE,2022,03,53
TO,17007,CANTAO,2022,03,152
AL,27003,3ª REGIAO DE SAUDE,2022,03,277
RS,43024,REGIAO 24,2022,03,108
MA,21009,ITAPECURU MIRIM,2022,03,423
AC,12001,ALTO ACRE,2022,03,135
SP,35015,GRANDE ABC,2022,03,2502
AP,16001,AREA CENTRAL,2022,03,779
MG,31074,PATROCINIO / MONTE CARMELO,2022,03,220
MG,31068,PEDRA AZUL,2022,03,54
SP,35155,SAO JOSE DO RIO PRETO,2022,02,685
SP,35141,BAIXA MOGIANA,2022,02,304
RS,43022,REGIAO 22,2022,02,165
GO,52007,NORDESTE II,2022,02,91
CE,23001,1ª REGIAO FORTALEZA,2022,02,2470
BA,29022,SANTO ANTONIO DE JESUS,2022,02,396
MG,31084,MONTES CLAROS,2022,02,492
PR,41017,17ª RS LONDRINA,2022,02,870
TO,17004,CERRADO TOCANTINS ARAGUAIA,2022,02,166
SP,35034,CORACAO DO DRS III,2022,02,319
MA,21008,IMPERATRIZ,2022,02,615
GO,52005,ESTRADA DE FERRO,2022,02,311
MG,31019,CURVELO,2022,02,165
RN,24002,2ª REGIAO DE SAUDE - MOSSORO,2022,02,376
AM,13005,BAIXO AMAZONAS,2022,02,367
MT,51013,SUL MATOGROSSENSE,2022,02,670
MA,21019,ZE DOCA,2022,02,239
PB,25003,3ª REGIAO,2022,02,211
MT,51002,BAIXADA CUIABANA,2022,02,1272
BA,29009,ILHEUS,2022,02,275
SP,35064,JAU,2022,02,283
SP,35062,BAURU,2022,02,612
SC,42016,LAGUNA,2022,02,401
MG,31021,ITABIRA,2022,02,222
AL,27009,9ª REGIAO DE SAUDE,2022,02,301
CE,23011,11ª REGIAO SOBRAL,2022,02,613
SC,42002,OESTE,2022,02,488
PB,25001,1ª REGIAO MATA ATLANTICA,2022,02,1378
AL,27002,2ª REGIAO DE SAUDE,2022,02,218
MA,21012,PRESIDENTE DUTRA,2022,02,302
SP,35016,SAO PAULO,2022,02,10592
PE,26007,OURICURI,2022,02,440
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2022,02,53
MT,51009,NORTE ARAGUAIA KARAJA,2022,02,24
PB,25009,9ª REGIAO,2022,02,186
PR,41006,6ª RS UNIAO DA VITORIA,2022,02,169
SC,42010,ALTO URUGUAI CATARINENSE,2022,02,167
RO,11002,CAFE,2022,02,212
AC,12003,JURUA E TARAUACA/ENVIRA,2022,02,345
SP,35157,VOTUPORANGA,2022,02,172
SC,42012,PLANALTO NORTE,2022,02,417
SP,35142,MANTIQUEIRA,2022,02,242
BA,29002,BARREIRAS,2022,02,521
MG,31051,FRANCISCO SA,2022,02,58
PR,41002,2ª RS METROPOLITANA,2022,02,3353
MG,31026,DIAMANTINA,2022,02,126
GO,52001,CENTRAL,2022,02,1925
PR,41003,3ª RS PONTA GROSSA,2022,02,688
MA,21001,ACAILANDIA,2022,02,313
PE,26011,SALGUEIRO,2022,02,182
SC,42015,CARBONIFERA,2022,02,463
MG,31038,MANTENA,2022,02,59
PR,41015,15ª RS MARINGA,2022,02,866
BA,29007,GUANAMBI,2022,02,432
RS,43011,REGIAO 11,2022,02,253
GO,52016,SUDOESTE II,2022,02,265
MT,51015,VALE DO PEIXOTO,2022,02,130
MG,31093,PIUMHI,2022,02,87
SP,35163,SOROCABA,2022,02,1802
PI,22003,COCAIS,2022,02,290
GO,52004,ENTORNO SUL,2022,02,1011
SP,35074,CIRCUITO DAS AGUAS,2022,02,105
MG,31091,CASSIA,2022,02,34
GO,52013,SAO PATRICIO I,2022,02,133
CE,23019,19ª REGIAO BREJO SANTO,2022,02,228
SP,35082,ALTA ANHANGUERA,2022,02,138
PI,22001,CARNAUBAIS,2022,02,123
MG,31053,JANUARIA,2022,02,105
CE,23021,21ª REGIAO JUAZEIRO DO NORTE,2022,02,495
SP,35161,ITAPETININGA,2022,02,491
CE,23005,5ª REGIAO CANINDE,2022,02,177
MG,31089,CAMPO BELO,2022,02,88
SP,35174,VALE DO PARAIBA/REGIAO SERRANA,2022,02,573
PB,25002,2ª REGIAO,2022,02,321
MT,51016,VALE DOS ARINOS,2022,02,81
BA,29003,BRUMADO,2022,02,358
MG,31083,BOCAIUVA,2022,02,71
SP,35071,BRAGANCA,2022,02,510
MG,31099,TEOFILO OTONI / MALACACHETA,2022,02,264
PA,15014,MARAJO II,2022,02,537
MG,31023,JOAO MONLEVADE,2022,02,114
MG,31087,LAGOA DA PRATA/STO ANT DO MONTE,2022,02,136
AM,13008,TRIANGULO,2022,02,244
SP,35095,TUPA,2022,02,113
AL,27010,10ª REGIAO DE SAUDE,2022,02,182
SP,35151,CATANDUVA,2022,02,257
PR,41018,18ª RS CORNELIO PROCOPIO,2022,02,201
CE,23009,9ª REGIAO RUSSAS,2022,02,168
SP,35081,TRES COLINAS,2022,02,410
AC,12001,ALTO ACRE,2022,02,95
MS,50004,TRES LAGOAS,2022,02,338
PE,26009,PETROLINA,2022,02,655
PE,26008,PALMARES,2022,02,544
MA,21015,SAO JOAO DOS PATOS,2022,02,270
TO,17007,CANTAO,2022,02,124
SC,42009,ALTO VALE DO RIO DO PEIXE,2022,02,339
RS,43015,REGIAO 15,2022,02,214
AP,16001,AREA CENTRAL,2022,02,718
RR,14001,CENTRO NORTE,2022,02,899
PE,26001,AFOGADOS DA INGAZEIRA,2022,02,178
SP,35162,ITAPEVA,2022,02,265
SP,35023,CONSORCIOS DO DRS II,2022,02,215
MG,31086,DIVINOPOLIS,2022,02,320
GO,52006,NORDESTE I,2022,02,52
MG,31036,GOVERNADOR VALADARES,2022,02,398
BA,29024,SENHOR DO BONFIM,2022,02,308
MG,31022,OURO PRETO,2022,02,173
MG,31097,JUIZ DE FORA,2022,02,538
MG,31034,CARATINGA,2022,02,199
MA,21014,SANTA INES,2022,02,368
GO,52010,OESTE II,2022,02,117
BA,29025,SERRINHA,2022,02,606
BA,29021,SANTA MARIA DA VITORIA,2022,02,329
SC,42006,MEDIO VALE DO ITAJAI,2022,02,810
ES,32002,METROPOLITANA,2022,02,2517
MG,31037,IPATINGA,2022,02,376
AM,13004,MEDIO AMAZONAS,2022,02,234
RS,43002,REGIAO 02,2022,02,97
SP,35094,OURINHOS,2022,02,213
MG,31059,MANHUACU,2022,02,384
PA,15007,METROPOLITANA II,2022,02,421
SE,28007,PROPRIA,2022,02,155
AM,13002,RIO NEGRO E SOLIMOES,2022,02,429
RS,43023,REGIAO 23,2022,02,546
MG,31076,MANGA,2022,02,70
RS,43024,REGIAO 24,2022,02,112
SP,35065,LINS,2022,02,142
RN,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,2022,02,388
PR,41001,1ª RS PARANAGUA,2022,02,306
PB,25015,15ª REGIAO,2022,02,148
MG,31075,UBERLANDIA / ARAGUARI,2022,02,806
MT,51003,ARAGUAIA XINGU,2022,02,114
PB,25004,4ª REGIAO,2022,02,106
RS,43019,REGIAO 19,2022,02,89
RS,43016,REGIAO 16,2022,02,234
PR,41011,11ª RS CAMPO MOURAO,2022,02,334
RS,43003,REGIAO 03,2022,02,429
MG,31081,SANTA MARIA DO SUACUI,2022,02,38
PR,41014,14ª RS PARANAVAI,2022,02,302
SC,42014,EXTREMO SUL CATARINENSE,2022,02,228
RS,43020,REGIAO 20,2022,02,149
PR,41012,12ª RS UMUARAMA,2022,02,301
BA,29010,IRECE,2022,02,456
PI,22009,VALE DO RIO GUARIBAS,2022,02,331
PR,41020,20ª RS TOLEDO,2022,02,496
RS,43007,REGIAO 07,2022,02,740
GO,52017,SUL,2022,02,247
TO,17005,ILHA DO BANANAL,2022,02,203
SC,42003,XANXERE,2022,02,233
RS,43004,REGIAO 04,2022,02,165
RJ,33009,SERRANA,2022,02,765
AL,27005,5ª REGIAO DE SAUDE,2022,02,197
RN,24008,8ª REGIAO DE SAUDE - ACU,2022,02,111
RJ,33001,BAIA DA ILHA GRANDE,2022,02,255
PR,41022,22ª RS IVAIPORA,2022,02,123
PR,41004,4ª RS IRATI,2022,02,148
MG,31025,VESPASIANO,2022,02,333
MG,31082,SAO GOTARDO,2022,02,99
SP,35041,BAIXADA SANTISTA,2022,02,1630
RO,11006,CONE SUL,2022,02,193
SP,35063,POLO CUESTA,2022,02,284
PA,15012,XINGU,2022,02,536
PE,26012,SERRA TALHADA,2022,02,290
MG,31009,SAO SEBASTIAO DO PARAISO,2022,02,113
BA,29001,ALAGOINHAS,2022,02,461
SP,35154,FERNANDOPOLIS,2022,02,114
MG,31010,TRES CORACOES,2022,02,137
GO,52014,SERRA DA MESA,2022,02,105
MT,51005,GARCAS ARAGUAIA,2022,02,183
AP,16002,AREA NORTE,2022,02,96
RS,43001,REGIAO 01,2022,02,367
SP,35133,VALE DAS CACHOEIRAS,2022,02,138
CE,23006,6ª REGIAO ITAPIPOCA,2022,02,334
ES,32004,SUL,2022,02,735
BA,29016,JUAZEIRO,2022,02,671
RS,43017,REGIAO 17,2022,02,396
AL,27001,1ª REGIAO DE SAUDE,2022,02,1305
MG,31078,CONGONHAS,2022,02,119
RJ,33008,NORTE,2022,02,970
MG,31095,SERRO,2022,02,59
PI,22010,VALE DO SAMBITO,2022,02,66
SP,35171,ALTO VALE DO PARAIBA,2022,02,1056
RS,43029,REGIAO 29,2022,02,206
SP,35131,HORIZONTE VERDE,2022,02,372
PI,22006,SERRA DA CAPIVARA,2022,02,147
RO,11003,CENTRAL,2022,02,384
MA,21007,CODO,2022,02,331
MA,21003,BALSAS,2022,02,278
PE,26003,CARUARU,2022,02,1447
MG,31090,LIMA DUARTE,2022,02,34
CE,23012,12ª REGIAO ACARAU,2022,02,296
RS,43030,REGIAO 30,2022,02,113
SP,35132,AQUIFERO GUARANI,2022,02,868
MG,31065,ITAOBIM,2022,02,54
SP,35104,RIO CLARO,2022,02,245
CE,23022,22ª REGIAO CASCAVEL,2022,02,335
PA,15013,MARAJO I,2022,02,325
SE,28002,ESTANCIA,2022,02,250
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2022,02,441
RN,24007,7ª REGIAO DE SAUDE - METROPOLITANA,2022,02,1135
RJ,33002,BAIXADA LITORANEA,2022,02,896
RS,43021,REGIAO 21,2022,02,667
MG,31055,PIRAPORA,2022,02,173
PA,15006,METROPOLITANA I,2022,02,1969
SP,35113,ALTO CAPIVARI,2022,02,56
PE,26010,RECIFE,2022,02,3643
PA,15010,TAPAJOS,2022,02,373
MG,31085,TAIOBEIRAS,2022,02,113
MT,51006,MEDIO ARAGUAIA,2022,02,141
MA,21010,PEDREIRAS,2022,02,241
PA,15003,CARAJAS,2022,02,1180
MG,31045,MURIAE,2022,02,134
SP,35083,ALTA MOGIANA,2022,02,101
PB,25005,5ª REGIAO,2022,02,105
MG,31073,ITUIUTABA,2022,02,154
MG,31032,PARA DE MINAS,2022,02,284
MS,50002,CORUMBA,2022,02,211
SP,35022,LAGOS DO DRS II,2022,02,143
CE,23018,18ª REGIAO IGUATU,2022,02,280
PA,15004,LAGO DE TUCURUI,2022,02,414
RO,11007,VALE DO GUAPORE,2022,02,46
MG,31061,VICOSA,2022,02,43
DF,53001,DISTRITO FEDERAL,2022,02,2896
SC,42011,NORDESTE,2022,02,789
SP,35073,JUNDIAI,2022,02,873
MG,31006,POCOS DE CALDAS,2022,02,189
AL,27008,8ª REGIAO DE SAUDE,2022,02,151
MT,51010,NORTE MATOGROSSENSE,2022,02,88
SC,42004,ALTO VALE DO ITAJAI,2022,02,331
BA,29005,CRUZ DAS ALMAS,2022,02,229
MA,21013,ROSARIO,2022,02,261
PR,41009,9ª RS FOZ DO IGUACU,2022,02,474
MG,31067,PADRE PARAISO,2022,02,58
AM,13003,RIO MADEIRA,2022,02,225
CE,23014,14ª REGIAO TAUA,2022,02,135
SC,42001,EXTREMO OESTE,2022,02,227
SP,35061,VALE DO JURUMIRIM,2022,02,312
CE,23017,17ª REGIAO ICO,2022,02,130
RN,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,2022,02,155
GO,52008,NORTE,2022,02,117
MG,31048,UBA,2022,02,256
AM,13006,REGIONAL PURUS,2022,02,204
SC,42008,MEIO OESTE,2022,02,218
PB,25014,14ª REGIAO,2022,02,165
PB,25012,12ª REGIAO,2022,02,164
RN,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2022,02,329
PE,26004,GARANHUNS,2022,02,569
RS,43009,REGIAO 09,2022,02,324
MG,31096,ITAMBACURI,2022,02,36
PI,22002,CHAPADA DAS MANGABEIRAS,2022,02,224
TO,17003,SUDESTE,2022,02,76
BA,29014,JACOBINA,2022,02,347
MG,31094,ALMENARA/JACINTO,2022,02,139
MG,31092,PASSOS,2022,02,185
MS,50003,DOURADOS,2022,02,1038
TO,17008,AMOR PERFEITO,2022,02,141
MG,31001,ALFENAS / MACHADO,2022,02,271
SE,28005,NOSSA SENHORA DA GLORIA,2022,02,214
RS,43010,REGIAO 10,2022,02,1940
PA,15002,BAIXO AMAZONAS,2022,02,1193
AM,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",2022,02,3212
PB,25006,6ª REGIAO,2022,02,228
PA,15009,RIO CAETES,2022,02,539
MT,51001,ALTO TAPAJOS,2022,02,145
RJ,33003,CENTRO-SUL,2022,02,299
GO,52012,RIO VERMELHO,2022,02,173
TO,17002,BICO DO PAPAGAIO,2022,02,199
GO,52009,OESTE I,2022,02,103
RO,11001,VALE DO JAMARI,2022,02,239
AL,27004,4ª REGIAO DE SAUDE,2022,02,141
MG,31070,ARAXA,2022,02,235
RS,43027,REGIAO 27,2022,02,164
PB,25008,8ª REGIAO,2022,02,93
BA,29012,ITABUNA,2022,02,429
CE,23020,20ª REGIAO CRATO,2022,02,362
CE,23016,16ª REGIAO CAMOCIM,2022,02,183
SP,35014,ROTA DOS BANDEIRANTES,2022,02,2160
SP,35111,ALTA PAULISTA,2022,02,130
PA,15008,METROPOLITANA III,2022,02,966
PR,41019,19ª RS JACAREZINHO,2022,02,340
BA,29011,ITABERABA,2022,02,227
SP,35051,NORTE - BARRETOS,2022,02,277
PE,26006,LIMOEIRO,2022,02,534
PI,22007,TABULEIROS DO ALTO PARNAIBA,2022,02,52
MG,31060,PONTE NOVA,2022,02,175
SP,35031,CENTRAL DO DRS III,2022,02,258
PA,15011,TOCANTINS,2022,02,871
MG,31046,SANTOS DUMONT,2022,02,37
MG,31030,FORMIGA,2022,02,100
RO,11004,MADEIRA-MAMORE,2022,02,736
SP,35101,ARARAS,2022,02,308
MT,51004,CENTRO NORTE,2022,02,105
MG,31072,UBERABA,2022,02,373
MG,31015,SAO JOAO DEL REI,2022,02,183
AM,13009,ALTO SOLIMOES,2022,02,478
BA,29008,IBOTIRAMA,2022,02,198
MG,31049,BRASILIA DE MINAS/SAO FRANCISCO,2022,02,194
MT,51012,SUDOESTE MATOGROSSENSE,2022,02,128
SP,35032,CENTRO OESTE DO DRS III,2022,02,147
SP,35012,FRANCO DA ROCHA,2022,02,678
BA,29028,VITORIA DA CONQUISTA,2022,02,676
MA,21018,VIANA,2022,02,238
PB,25010,10ª REGIAO,2022,02,121
SP,35121,VALE DO RIBEIRA,2022,02,275
PB,25016,16ª REGIAO,2022,02,587
AC,12002,BAIXO ACRE E PURUS,2022,02,646
CE,23007,7ª REGIAO ARACATI,2022,02,114
MG,31024,SETE LAGOAS,2022,02,422
AL,27007,7ª REGIAO DE SAUDE,2022,02,619
SP,35091,ADAMANTINA,2022,02,98
PI,22005,PLANICIE LITORANEA,2022,02,281
ES,32005,CENTRAL NORTE,2022,02,1075
MG,31058,UNAI,2022,02,294
MA,21011,PINHEIRO,2022,02,402
RJ,33006,METROPOLITANA II,2022,02,1722
GO,52003,ENTORNO NORTE,2022,02,269
MG,31031,ITAUNA,2022,02,111
MG,31064,ARACUAI,2022,02,66
CE,23003,3ª REGIAO MARACANAU,2022,02,567
MG,31068,PEDRA AZUL,2022,02,43
SP,35033,NORTE DO DRS III,2022,02,122
PE,26002,ARCOVERDE,2022,02,447
RS,43005,REGIAO 05,2022,02,227
MA,21017,TIMON,2022,02,298
MG,31028,BOM DESPACHO,2022,02,84
AM,13007,REGIONAL JURUA,2022,02,182
MG,31002,GUAXUPE,2022,02,152
BA,29027,VALENCA,2022,02,293
PR,41005,5ª RS GUARAPUAVA,2022,02,530
TO,17006,CAPIM DOURADO,2022,02,448
GO,52002,CENTRO SUL,2022,02,930
RO,11005,ZONA DA MATA,2022,02,157
PR,41013,13ª RS CIANORTE,2022,02,148
MA,21004,BARRA DO CORDA,2022,02,342
RS,43026,REGIAO 26,2022,02,170
MG,31011,TRES PONTAS,2022,02,113
RJ,33004,MEDIO PARAIBA,2022,02,738
SP,35103,PIRACICABA,2022,02,574
PA,15001,ARAGUAIA,2022,02,577
GO,52015,SUDOESTE I,2022,02,465
RS,43028,REGIAO 28,2022,02,296
BA,29026,TEIXEIRA DE FREITAS,2022,02,516
MG,31008,SAO LOURENCO,2022,02,217
RS,43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERR,2022,02,210
SP,35114,EXTREMO OESTE PAULISTA,2022,02,71
TO,17001,MEDIO NORTE ARAGUAIA,2022,02,389
MG,31044,LEOPOLDINA / CATAGUASES,2022,02,132
SP,35013,MANANCIAIS,2022,02,1159
MA,21002,BACABAL,2022,02,250
PI,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,2022,02,212
PR,41016,16ª RS APUCARANA,2022,02,364
SP,35011,ALTO DO TIETE,2022,02,3192
BA,29020,SALVADOR,2022,02,2689
PB,25011,11ª REGIAO,2022,02,85
BA,29013,ITAPETINGA,2022,02,186
SP,35021,CENTRAL DO DRS II,2022,02,255
MG,31074,PATROCINIO / MONTE CARMELO,2022,02,169
BA,29006,FEIRA DE SANTANA,2022,02,1065
MG,31020,GUANHAES,2022,02,69
SP,35115,PONTAL DO PARANAPANEMA,2022,02,52
MG,31057,PATOS DE MINAS,2022,02,229
MA,21016,SAO LUIS,2022,02,1410
SP,35152,SANTA FE DO SUL,2022,02,43
MG,31077,JOAO PINHEIRO,2022,02,82
PR,41010,10ª RS CASCAVEL,2022,02,637
SC,42005,FOZ DO RIO ITAJAI,2022,02,916
MA,21006,CHAPADINHA,2022,02,409
MG,31098,SALINAS,2022,02,52
PB,25013,13ª REGIAO,2022,02,38
MT,51008,NOROESTE MATOGROSSENSE,2022,02,192
RJ,33005,METROPOLITANA I,2022,02,9222
MG,31041,ALEM  PARAIBA,2022,02,50
SP,35102,LIMEIRA,2022,02,336
SP,35153,JALES,2022,02,94
PE,26005,GOIANA,2022,02,308
SE,28006,NOSSA SENHORA DO SOCORRO,2022,02,375
MG,31047,SAO JOAO NEPOMUCENO / BICAS,2022,02,51
SE,28003,ITABAIANA,2022,02,235
SP,35143,RIO PARDO,2022,02,189
GO,52011,PIRINEUS,2022,02,612
MG,31013,BARBACENA,2022,02,176
SP,35072,REGIAO METROPOLITANA DE CAMPINAS,2022,02,2898
RR,14002,SUL,2022,02,120
AL,27006,6ª REGIAO DE SAUDE,2022,02,188
CE,23002,2ª REGIAO CAUCAIA,2022,02,629
MG,31017,BETIM,2022,02,762
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2022,02,2765
MG,31088,OLIVEIRA/SANTO ANTONIO DO AMPARO,2022,02,86
MG,31050,CORACAO DE JESUS,2022,02,42
GO,52018,SAO PATRICIO II,2022,02,170
RJ,33007,NOROESTE,2022,02,365
CE,23004,4ª REGIAO BATURITE,2022,02,131
SC,42007,GRANDE FLORIANOPOLIS,2022,02,1335
RS,43012,REGIAO 12,2022,02,102
MA,21009,ITAPECURU MIRIM,2022,02,381
SP,35173,LITORAL NORTE,2022,02,370
AP,16003,AREA SUDOESTE,2022,02,255
MG,31079,CONSELHEIRO LAFAIETE,2022,02,163
SP,35156,JOSE BONIFACIO,2022,02,96
PR,41007,7ª RS PATO BRANCO,2022,02,344
RS,43008,REGIAO 08,2022,02,718
PB,25007,7ª REGIAO,2022,02,137
SE,28004,LAGARTO,2022,02,269
MT,51014,TELES PIRES,2022,02,693
CE,23008,8ª REGIAO QUIXADA,2022,02,341
SP,35112,ALTA SOROCABANA,2022,02,364
MG,31062,AGUAS FORMOSAS,2022,02,50
MG,31007,POUSO ALEGRE,2022,02,535
MG,31042,CARANGOLA,2022,02,138
RS,43025,REGIAO 25,2022,02,280
PR,41008,8ª RS FRANCISCO BELTRAO,2022,02,393
MG,31027,TURMALINA/MINAS NOVAS/CAPELINHA,2022,02,96
SC,42017,VALE DO ITAPOCU,2022,02,382
AL,27003,3ª REGIAO DE SAUDE,2022,02,248
MA,21005,CAXIAS,2022,02,301
MG,31035,CORONEL FABRICIANO/TIMOTEO,2022,02,207
MG,31066,NANUQUE,2022,02,48
BA,29019,RIBEIRA DO POMBAL,2022,02,269
BA,29004,CAMACARI,2022,02,606
MT,51007,MEDIO NORTE MATOGROSSENSE,2022,02,319
MG,31003,ITAJUBA,2022,02,174
SP,35092,ASSIS,2022,02,189
MG,31004,LAVRAS,2022,02,148
PI,22004,ENTRE RIOS,2022,02,1273
CE,23010,10ª REGIAO LIMOEIRO DO NORTE,2022,02,196
SE,28001,ARACAJU,2022,02,775
BA,29018,PORTO SEGURO,2022,02,462
CE,23015,15ª REGIAO CRATEUS,2022,02,257
SP,35093,MARILIA,2022,02,371
CE,23013,13ª REGIAO TIANGUA,2022,02,368
MS,50001,CAMPO GRANDE,2022,02,1802
BA,29017,PAULO AFONSO,2022,02,252
RN,24004,4ª REGIAO DE SAUDE - CAICO,2022,02,274
RS,43018,REGIAO 18,2022,02,128
SP,35015,GRANDE ABC,2022,02,2214
MG,31052,JANAUBA/MONTE AZUL,2022,02,257
PI,22008,VALE DO CANINDE,2022,02,56
MG,31018,CONTAGEM,2022,02,796
SP,35052,SUL - BARRETOS,2022,02,123
BA,29015,JEQUIE,2022,02,473
SC,42013,SERRA CATARINENSE,2022,02,328
PR,41021,21ª RS TELEMACO BORBA,2022,02,189
MT,51011,OESTE MATOGROSSENSE,2022,02,214
RN,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2022,02,186
RS,43014,REGIAO 14,2022,02,217
MG,31040,RESPLENDOR,2022,02,97
MG,31012,VARGINHA,2022,02,204
RS,43013,REGIAO 13,2022,02,214
MG,31071,FRUTAL / ITURAMA,2022,02,160
BA,29023,SEABRA,2022,02,173
GO,52014,SERRA DA MESA,2022,01,102
SC,42003,XANXERE,2022,01,255
SP,35103,PIRACICABA,2022,01,633
PB,25001,1ª REGIAO MATA ATLANTICA,2022,01,1359
PB,25007,7ª REGIAO,2022,01,146
RS,43017,REGIAO 17,2022,01,463
SP,35174,VALE DO PARAIBA/REGIAO SERRANA,2022,01,572
PR,41012,12ª RS UMUARAMA,2022,01,287
RO,11002,CAFE,2022,01,205
RS,43009,REGIAO 09,2022,01,313
MT,51016,VALE DOS ARINOS,2022,01,88
MT,51004,CENTRO NORTE,2022,01,110
RS,43030,REGIAO 30,2022,01,132
AL,27004,4ª REGIAO DE SAUDE,2022,01,134
MT,51014,TELES PIRES,2022,01,770
RS,43011,REGIAO 11,2022,01,239
SP,35162,ITAPEVA,2022,01,317
PI,22005,PLANICIE LITORANEA,2022,01,316
PB,25014,14ª REGIAO,2022,01,182
MG,31044,LEOPOLDINA / CATAGUASES,2022,01,138
BA,29006,FEIRA DE SANTANA,2022,01,1121
SP,35161,ITAPETININGA,2022,01,556
MG,31013,BARBACENA,2022,01,184
MA,21009,ITAPECURU MIRIM,2022,01,456
MG,31087,LAGOA DA PRATA/STO ANT DO MONTE,2022,01,132
SC,42014,EXTREMO SUL CATARINENSE,2022,01,217
SP,35132,AQUIFERO GUARANI,2022,01,867
GO,52009,OESTE I,2022,01,123
MG,31079,CONSELHEIRO LAFAIETE,2022,01,179
SP,35093,MARILIA,2022,01,381
AM,13005,BAIXO AMAZONAS,2022,01,454
SP,35014,ROTA DOS BANDEIRANTES,2022,01,2213
MA,21018,VIANA,2022,01,278
RS,43023,REGIAO 23,2022,01,540
MG,31074,PATROCINIO / MONTE CARMELO,2022,01,181
MG,31057,PATOS DE MINAS,2022,01,281
MG,31022,OURO PRETO,2022,01,205
MG,31025,VESPASIANO,2022,01,343
SP,35071,BRAGANCA,2022,01,497
MT,51009,NORTE ARAGUAIA KARAJA,2022,01,29
PR,41010,10ª RS CASCAVEL,2022,01,644
SP,35121,VALE DO RIBEIRA,2022,01,270
SP,35016,SAO PAULO,2022,01,11008
PI,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,2022,01,204
AM,13003,RIO MADEIRA,2022,01,307
PR,41005,5ª RS GUARAPUAVA,2022,01,585
MG,31034,CARATINGA,2022,01,194
SP,35022,LAGOS DO DRS II,2022,01,150
BA,29001,ALAGOINHAS,2022,01,455
RS,43020,REGIAO 20,2022,01,191
GO,52008,NORTE,2022,01,141
BA,29017,PAULO AFONSO,2022,01,290
PA,15004,LAGO DE TUCURUI,2022,01,496
AL,27003,3ª REGIAO DE SAUDE,2022,01,264
RS,43028,REGIAO 28,2022,01,286
MG,31078,CONGONHAS,2022,01,112
PI,22001,CARNAUBAIS,2022,01,131
AP,16001,AREA CENTRAL,2022,01,690
SP,35143,RIO PARDO,2022,01,192
MG,31027,TURMALINA/MINAS NOVAS/CAPELINHA,2022,01,127
AL,27001,1ª REGIAO DE SAUDE,2022,01,1463
