"","uf","ibge","municipio","cnes","estabelecimento","pop_vinc","qt_bnf_auxilio_brasil","perc_benef","classificacao","equipes","medicos","enfermeiros","tecnicos","acs"
"1457","BA","291500","ITAETÉ",7405154,"UNIDADE DE SAUDE DA FAMILIA 25 DE SETEMBRO",2000,845,0.4225,"baixa vulnerabilidade",0.571428571428571,0.571428571428571,0.571428571428571,1.14285714285714,2.66666666666667
"1458","BA","291520","ITAGIBÁ",995711,"USF MARIA JOSE ROCHA PASSOS",689,251,0.364296081277213,"média vulnerabilidade",0.2756,0.2756,0.2756,0.5512,0.918666666666667
"1459","BA","291520","ITAGIBÁ",6600379,"USF DR NOE BONFIM",1372,465,0.338921282798834,"média vulnerabilidade",0.5488,0.5488,0.5488,1.0976,1.82933333333333
"1460","BA","291520","ITAGIBÁ",3152227,"USF DR GUSTAVO HENRIQUE LOPES PINHEIRO",3302,999,0.302543912780133,"baixa vulnerabilidade",0.943428571428571,0.943428571428571,0.943428571428571,1.88685714285714,4.40266666666667
"1461","BA","291530","ITAGIMIRIM",2413531,"UNIDADE DE SAUDE PSF II",683,209,0.306002928257687,"média vulnerabilidade",0.2732,0.2732,0.2732,0.5464,0.910666666666667
"1462","BA","291535","ITAGUAÇU DA BAHIA",5258413,"UNIDADE DE SAUDE DA FAMILIA DE LAGES",2538,1093,0.430654058313633,"média vulnerabilidade",1.0152,1.0152,1.0152,2.0304,3.384
"1463","BA","291550","ITAJUÍPE",2526123,"UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO",3007,816,0.271366810774859,"baixa vulnerabilidade",0.859142857142857,0.859142857142857,0.859142857142857,1.71828571428571,4.00933333333333
"1464","BA","291560","ITAMARAJU",2414120,"ESFSB NOVA ALEGRIA",2435,967,0.397125256673511,"alta vulnerabilidade",1.2175,1.2175,1.2175,2.435,3.24666666666667
"1465","BA","291590","ITANAGRA",7245130,"UNIDADE DE SAUDE DA FAMILIA SAPE DE CIMA",1955,785,0.40153452685422,"alta vulnerabilidade",0.9775,0.9775,0.9775,1.955,2.60666666666667
"1466","BA","291610","ITAPARICA",3019691,"USF ALTO DAS POMBAS",3490,1333,0.381948424068768,"alta vulnerabilidade",1.745,1.745,1.745,3.49,4.65333333333333
"1467","BA","291610","ITAPARICA",3019632,"USF AMOREIRAS",2254,889,0.394409937888199,"alta vulnerabilidade",1.127,1.127,1.127,2.254,3.00533333333333
"1468","BA","291610","ITAPARICA",4027434,"USF CENTRO",2381,620,0.260394792104158,"baixa vulnerabilidade",0.680285714285714,0.680285714285714,0.680285714285714,1.36057142857143,3.17466666666667
"1469","BA","291620","ITAPÉ",6044670,"USF CLARISMUNDO BISPO DE ALCANTARA",2502,835,0.333733013589129,"baixa vulnerabilidade",0.714857142857143,0.714857142857143,0.714857142857143,1.42971428571429,3.336
"1470","BA","291640","ITAPETINGA",3791351,"UNIDADE DE SAUDE DA FAMILIA 05 DR ROBERTO SANTOS",3669,972,0.264922322158626,"alta vulnerabilidade",1.8345,1.8345,1.8345,3.669,4.892
"1471","BA","291640","ITAPETINGA",2414775,"UNIDADE DE SAUDE DA FAMILIA 03 CLODOALDO COSTA",3847,648,0.168442942552638,"baixa vulnerabilidade",1.09914285714286,1.09914285714286,1.09914285714286,2.19828571428571,5.12933333333333
"1472","BA","291640","ITAPETINGA",6462049,"UNIDADE DE SAUDE DA FAMILIA 12 OTAVIO CAMOES",2959,575,0.194322406218317,"média vulnerabilidade",1.1836,1.1836,1.1836,2.3672,3.94533333333333
"1473","BA","291640","ITAPETINGA",6593895,"UNIDADE DE SAUDE DA FAMILIA 10 NOVA ITAPETINGA",3182,618,0.194217473287241,"baixa vulnerabilidade",0.909142857142857,0.909142857142857,0.909142857142857,1.81828571428571,4.24266666666667
"1474","BA","291650","ITAPICURU",2417324,"U S F SAMBAIBA",4380,2036,0.464840182648402,"alta vulnerabilidade",2.19,2.19,2.19,4.38,5.84
"1475","BA","291650","ITAPICURU",7092644,"U S F VILA VELHA",1307,575,0.439938791124713,"baixa vulnerabilidade",0.373428571428571,0.373428571428571,0.373428571428571,0.746857142857143,1.74266666666667
"1476","BA","291685","ITATIM",5312639,"UNIDADE DE SAUDE DA FAMILIA GEOVANIA NOGUEIRA NUNES",3055,1134,0.371194762684124,"média vulnerabilidade",1.222,1.222,1.222,2.444,4.07333333333333
"1477","BA","291685","ITATIM",3064581,"UNIDADE DE SAUDE DA FAMILIA 2 DE JULHO",2236,922,0.412343470483005,"alta vulnerabilidade",1.118,1.118,1.118,2.236,2.98133333333333
"1478","BA","291690","ITIRUÇU",3433358,"UNIDADE DE SAUDE DA FAMILIA JOAO BATISTA",2462,937,0.380584890333063,"alta vulnerabilidade",1.231,1.231,1.231,2.462,3.28266666666667
"1479","BA","291700","ITIÚBA",3930270,"UNIDADE DE SAUDE DA FAMILIA DE JACURICI DO LESTE",3104,1420,0.457474226804124,"alta vulnerabilidade",1.552,1.552,1.552,3.104,4.13866666666667
"1480","BA","291700","ITIÚBA",7499086,"UNIDADE DE SAUDE FAMILIA DO ALTO",2832,972,0.343220338983051,"baixa vulnerabilidade",0.809142857142857,0.809142857142857,0.809142857142857,1.61828571428571,3.776
"1481","BA","291720","ITUAÇU",2445255,"USF DA GRUTA DA MANGABEIRA",2369,824,0.347826086956522,"média vulnerabilidade",0.9476,0.9476,0.9476,1.8952,3.15866666666667
"1482","BA","291733","IUIÚ",2466627,"UBS ARNOBIO FERNANDES SANTOS",4004,1436,0.358641358641359,"baixa vulnerabilidade",1.144,1.144,1.144,2.288,5.33866666666667
"1483","BA","291735","JABORANDI",3285448,"UNIDADE DE SAUDE DA FAMILIA FELICIANO JOSE DE MOURA",2185,918,0.420137299771167,"média vulnerabilidade",0.874,0.874,0.874,1.748,2.91333333333333
"1484","BA","291740","JACARACI",2466678,"UNIDADE DE SAUDE DA FAMILIA RANULFO FERREIRA NEVES",1174,531,0.452299829642249,"alta vulnerabilidade",0.587,0.587,0.587,1.174,1.56533333333333
"1485","BA","291750","JACOBINA",2466759,"UBS DA BANANEIRA",2981,899,0.301576652130158,"média vulnerabilidade",1.1924,1.1924,1.1924,2.3848,3.97466666666667
"1486","BA","291750","JACOBINA",9194584,"UBS DO LEADER",2825,533,0.188672566371681,"baixa vulnerabilidade",0.807142857142857,0.807142857142857,0.807142857142857,1.61428571428571,3.76666666666667
"1487","BA","291760","JAGUAQUARA",4027914,"USF SANDOVAL PORTO ALMEIDA",3186,1015,0.318581293157564,"alta vulnerabilidade",1.593,1.593,1.593,3.186,4.248
"1488","BA","291780","JAGUARIPE",2469790,"UNIDADE DE SAUDE DA FAMILIA DO PALMA",4557,2052,0.450296247531271,"alta vulnerabilidade",2.2785,2.2785,2.2785,4.557,6.076
"1489","BA","291800","JEQUIÉ",2400472,"USF DORALIZE VIDAL",3121,570,0.182633771227171,"baixa vulnerabilidade",0.891714285714286,0.891714285714286,0.891714285714286,1.78342857142857,4.16133333333333
"1490","BA","291810","JEREMOABO",7348444,"UNIDADE DE SAUDE DA FAMILIA ESPADUADAS",1945,697,0.358354755784062,"média vulnerabilidade",0.778,0.778,0.778,1.556,2.59333333333333
"1491","BA","291830","JITAÚNA",2771152,"USF CINARA GOMES DE ALMEIDA",3460,1310,0.378612716763006,"média vulnerabilidade",1.384,1.384,1.384,2.768,4.61333333333333
"1492","BA","291830","JITAÚNA",2602318,"USF GILDA RAMOS DOS SANTOS",2209,722,0.326844726120416,"baixa vulnerabilidade",0.631142857142857,0.631142857142857,0.631142857142857,1.26228571428571,2.94533333333333
"1493","BA","291835","JOÃO DOURADO",3528634,"UBSF JORGE LUIZ PENA",27,5,0.185185185185185,"baixa vulnerabilidade",0.00771428571428571,0.00771428571428571,0.00771428571428571,0.0154285714285714,0.036
"1494","BA","291835","JOÃO DOURADO",5674611,"UBSF IDALINA ALVES DOURADO",4686,1300,0.277422108408024,"baixa vulnerabilidade",1.33885714285714,1.33885714285714,1.33885714285714,2.67771428571429,6.248
"1495","BA","291840","JUAZEIRO",470929,"USF RESIDENCIAL MAIRI",1002,412,0.411177644710579,"alta vulnerabilidade",0.501,0.501,0.501,1.002,1.336
"1496","BA","291840","JUAZEIRO",5331099,"USF PARQUE RESIDENCIAL JOAO PAULO II",3585,1188,0.331380753138075,"alta vulnerabilidade",1.7925,1.7925,1.7925,3.585,4.78
"1497","BA","291840","JUAZEIRO",2597918,"USF PINHOES LAGOA DO BOI",2392,679,0.283862876254181,"média vulnerabilidade",0.9568,0.9568,0.9568,1.9136,3.18933333333333
"1498","BA","291840","JUAZEIRO",2598051,"USF PIRANGA",4862,984,0.202385849444673,"baixa vulnerabilidade",1.38914285714286,1.38914285714286,1.38914285714286,2.77828571428571,6.48266666666667
"1499","BA","291840","JUAZEIRO",2770636,"USF MANICOBA I",6334,2163,0.341490369434796,"alta vulnerabilidade",3.167,3.167,3.167,6.334,8.44533333333333
"1500","BA","291840","JUAZEIRO",5887038,"USF CAMPOS",1957,572,0.292284108329075,"média vulnerabilidade",0.7828,0.7828,0.7828,1.5656,2.60933333333333
"1501","BA","291840","JUAZEIRO",5921678,"USF CENTRO I",2226,383,0.172057502246181,"baixa vulnerabilidade",0.636,0.636,0.636,1.272,2.968
"1502","BA","291845","JUCURUÇU",2482967,"ESF COQUEIRO 02",2155,896,0.415777262180974,"média vulnerabilidade",0.862,0.862,0.862,1.724,2.87333333333333
"1503","BA","291860","JUSSIAPE",6355234,"USF DE SAO JOSE",985,422,0.428426395939086,"alta vulnerabilidade",0.4925,0.4925,0.4925,0.985,1.31333333333333
"1504","BA","291875","LAGOA REAL",2483335,"UNIDADE DE SAUDE DA FAMILIA PEIXE",2544,1073,0.421776729559748,"média vulnerabilidade",1.0176,1.0176,1.0176,2.0352,3.392
"1505","BA","291880","LAJE",2770768,"USF DR URCISINIO PINTO DE QUEIROZ",2349,936,0.398467432950192,"alta vulnerabilidade",1.1745,1.1745,1.1745,2.349,3.132
"1506","BA","291880","LAJE",2390108,"USF DR HERALDO ROCHA",1974,903,0.457446808510638,"alta vulnerabilidade",0.987,0.987,0.987,1.974,2.632
"1507","BA","291910","LAMARÃO",4028279,"UNIDADE DE SAUDE LAMARAO",1961,854,0.435492095869454,"alta vulnerabilidade",0.9805,0.9805,0.9805,1.961,2.61466666666667
"1508","BA","291920","LAURO DE FREITAS",7120761,"UNIDADE DE SAUDE DA FAMILIA DO CHAFARIZ LAGOA DOS PATOS",6505,1430,0.219830899308224,"alta vulnerabilidade",3.2525,3.2525,3.2525,6.505,8.67333333333333
"1509","BA","291920","LAURO DE FREITAS",3044866,"UNIDADE DE SAUDE DA FAMILIA ESPACO CIDADAO",14489,2376,0.163986472496377,"baixa vulnerabilidade",4.13971428571429,4.13971428571429,4.13971428571429,8.27942857142857,19.3186666666667
"1510","BA","291930","LENÇÓIS",2483696,"UNIDADE DE SAUDE DA FAMILIA JOVENTINA OLIVEIRA DOS SANTOS",2910,1114,0.382817869415808,"alta vulnerabilidade",1.455,1.455,1.455,2.91,3.88
"1511","BA","291950","LIVRAMENTO DE NOSSA SENHORA",7433549,"USF ANTONIO MEIRA VILAS BOAS",3774,1746,0.462639109697933,"média vulnerabilidade",1.5096,1.5096,1.5096,3.0192,5.032
"1512","BA","291970","MACARANI",5432219,"USF DR JOAO BOSCO SIMONASSI DAMASCENO",3085,744,0.241166936790924,"baixa vulnerabilidade",0.881428571428571,0.881428571428571,0.881428571428571,1.76285714285714,4.11333333333333
"1513","BA","291970","MACARANI",6134823,"UNIDADE DE SAUDE DA FAMILIA LANDULFO FERNANDES DE SOUSA",4004,1047,0.261488511488511,"baixa vulnerabilidade",1.144,1.144,1.144,2.288,5.33866666666667
"1514","BA","291980","MACAÚBAS",2493039,"ESFSB DE CANATIBA",2274,1077,0.473614775725594,"alta vulnerabilidade",1.137,1.137,1.137,2.274,3.032
"1515","BA","291990","MACURURÉ",2493322,"UNIDADE BASICA DE SAUDE DE SANSAITE",1140,498,0.436842105263158,"alta vulnerabilidade",0.57,0.57,0.57,1.14,1.52
"1516","BA","291992","MADRE DE DEUS",2492849,"UNIDADE DE SAUDE DA FAMILIA DO SUAPE",2918,684,0.234407128169979,"média vulnerabilidade",1.1672,1.1672,1.1672,2.3344,3.89066666666667
"1517","BA","292000","MAIQUINIQUE",7343469,"USF CLAUDIONOR COELHO DOS SANTOS",3494,1532,0.438465941614196,"média vulnerabilidade",1.3976,1.3976,1.3976,2.7952,4.65866666666667
"1518","BA","292020","MALHADA",2493691,"USF MARIA OLIMPIA DA SILVA MAGALHAES",4741,1569,0.330942839063489,"baixa vulnerabilidade",1.35457142857143,1.35457142857143,1.35457142857143,2.70914285714286,6.32133333333333
"1519","BA","292045","MANSIDÃO",7107862,"ESF SOLON CORREIA DA SILVA",2343,1232,0.525821596244131,"média vulnerabilidade",0.9372,0.9372,0.9372,1.8744,3.124
"1520","BA","292050","MARACÁS",2493756,"U S F NAIR MORBECK",5516,825,0.149564902102973,"baixa vulnerabilidade",1.576,1.576,1.576,3.152,7.35466666666667
"1521","BA","292050","MARACÁS",4028619,"U S F IRMA DULCE",5045,1756,0.34806739345887,"alta vulnerabilidade",2.5225,2.5225,2.5225,5.045,6.72666666666667
"1522","BA","292060","MARAGOGIPE",7168462,"UNIDADE DE SAUDE DA FAMILIA DE SAO ROQUE DO PARAGUACU II",1893,702,0.370839936608558,"média vulnerabilidade",0.7572,0.7572,0.7572,1.5144,2.524
"1523","BA","292060","MARAGOGIPE",9753508,"USF AUGUSTO ELISBAO GUAPIRA",2328,967,0.415378006872852,"alta vulnerabilidade",1.164,1.164,1.164,2.328,3.104
"1524","BA","292070","MARAÚ",4028686,"UNIDADE DE SAUDE DA FAMILIA DE SAQUAIRA",2378,721,0.303195962994113,"baixa vulnerabilidade",0.679428571428571,0.679428571428571,0.679428571428571,1.35885714285714,3.17066666666667
"1525","BA","292070","MARAÚ",2493489,"UNIDADE DE SAUDE DA FAMILIA DE IBIACU",3438,1427,0.415066899360093,"alta vulnerabilidade",1.719,1.719,1.719,3.438,4.584
"1526","BA","292090","MASCOTE",4028694,"CS SAO JOAO BATISTA",2172,730,0.33609576427256,"baixa vulnerabilidade",0.620571428571429,0.620571428571429,0.620571428571429,1.24114285714286,2.896
"1527","BA","292090","MASCOTE",3238962,"USF JOSE PEREIRA DA SILVA FILHO",2372,723,0.304806070826307,"baixa vulnerabilidade",0.677714285714286,0.677714285714286,0.677714285714286,1.35542857142857,3.16266666666667
"1528","BA","292090","MASCOTE",4028708,"USF PADRE JOSE ALVES",1758,692,0.393629124004551,"alta vulnerabilidade",0.879,0.879,0.879,1.758,2.344
"1529","BA","292100","MATA DE SÃO JOÃO",7821360,"UNIDADE DE SAUDE DA FAMILIA JOSE ANTONIO DOS SANTOS",3443,943,0.273889050246878,"alta vulnerabilidade",1.7215,1.7215,1.7215,3.443,4.59066666666667
"1530","BA","292110","MEDEIROS NETO",2389126,"PSF II ADAUTO ASSIS",2430,531,0.218518518518519,"média vulnerabilidade",0.972,0.972,0.972,1.944,3.24
"1531","BA","292110","MEDEIROS NETO",5360668,"PSF VII RURAL",2234,546,0.244404655326768,"alta vulnerabilidade",1.117,1.117,1.117,2.234,2.97866666666667
"1532","BA","292145","MIRANTE",3488586,"UNIDADE DE SAUDE DA FAMILIA ADONIAS PEREIRA DOS SANTOS",2928,1160,0.396174863387978,"baixa vulnerabilidade",0.836571428571429,0.836571428571429,0.836571428571429,1.67314285714286,3.904
"1533","BA","292145","MIRANTE",2498596,"UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO",2683,1105,0.411852404025345,"baixa vulnerabilidade",0.766571428571429,0.766571428571429,0.766571428571429,1.53314285714286,3.57733333333333
"1534","BA","292150","MONTE SANTO",2822571,"UNIDADE DE SAUDE DA FAMILIA MANDASSAIA",2237,1263,0.56459544032186,"alta vulnerabilidade",1.1185,1.1185,1.1185,2.237,2.98266666666667
"1535","BA","292150","MONTE SANTO",5994993,"UNIDADE DE SAUDE DA FAMILIA DE GENIPAPO DE BAIXO",2894,1317,0.455079474775397,"baixa vulnerabilidade",0.826857142857143,0.826857142857143,0.826857142857143,1.65371428571429,3.85866666666667
"1536","BA","292150","MONTE SANTO",6000606,"UNIDADE DA SAUDE DA FAMILIA DE ALTO ALEGRE",2557,1235,0.482987876417677,"baixa vulnerabilidade",0.730571428571429,0.730571428571429,0.730571428571429,1.46114285714286,3.40933333333333
"1537","BA","292150","MONTE SANTO",6412718,"UNIDADE DA SAUDE DA FAMILIA DE LAGINHA",2399,1422,0.592746977907461,"alta vulnerabilidade",1.1995,1.1995,1.1995,2.399,3.19866666666667
"1538","BA","292170","MORRO DO CHAPÉU",5766583,"USF PEDRA GRANDE",2668,554,0.207646176911544,"baixa vulnerabilidade",0.762285714285714,0.762285714285714,0.762285714285714,1.52457142857143,3.55733333333333
"1539","BA","292170","MORRO DO CHAPÉU",966630,"USF UNIDADE DE SAUDE DA FAMILIA DE MIRA SERRA",607,237,0.390444810543657,"alta vulnerabilidade",0.3035,0.3035,0.3035,0.607,0.809333333333333
"1540","BA","292170","MORRO DO CHAPÉU",966495,"USF UNIDADE DE SAUDE DA FAMILIA DE FLORES",769,251,0.326397919375813,"média vulnerabilidade",0.3076,0.3076,0.3076,0.6152,1.02533333333333
"1541","BA","292190","MUCUGÊ",2498138,"UNIDADE DE SAUDE DA FAMILIA DE GUINE",2486,686,0.275945293644409,"média vulnerabilidade",0.9944,0.9944,0.9944,1.9888,3.31466666666667
"1542","BA","292200","MUCURI",2505991,"PSF GAZZINELANDIA",3818,906,0.237297014143531,"média vulnerabilidade",1.5272,1.5272,1.5272,3.0544,5.09066666666667
"1543","BA","292210","MUNDO NOVO",5050332,"UNIDADE DE SAUDE DA FAMILIA DE NOVO HORIZONTE",4040,1731,0.428465346534653,"média vulnerabilidade",1.616,1.616,1.616,3.232,5.38666666666667
"1544","BA","292230","MURITIBA",2506084,"USF DEUSILDES MATIAS DE ALMEIDA",3201,1031,0.322086847860044,"média vulnerabilidade",1.2804,1.2804,1.2804,2.5608,4.268
"1545","BA","292240","MUTUÍPE",3443167,"USF TEOBALDO PINHEIRO DOS SANTOS",3079,1167,0.379019162065606,"alta vulnerabilidade",1.5395,1.5395,1.5395,3.079,4.10533333333333
"1546","BA","292250","NAZARÉ",3070425,"UNIDADE SAUDE DA FAMILIA MURITIBA III",195,75,0.384615384615385,"alta vulnerabilidade",0.0975,0.0975,0.0975,0.195,0.26
"1547","BA","292250","NAZARÉ",2771659,"UNIDADE SAUDE DA FAMILIA APAGA FOGO",2322,762,0.328165374677003,"média vulnerabilidade",0.9288,0.9288,0.9288,1.8576,3.096
"1548","BA","292250","NAZARÉ",9357882,"UNIDADE SAUDE DA FAMILIA MUCAMBO",528,223,0.422348484848485,"alta vulnerabilidade",0.264,0.264,0.264,0.528,0.704
"1549","BA","292260","NILO PEÇANHA",2505746,"USF DE SAO FRANCISCO",2637,1185,0.449374288964733,"média vulnerabilidade",1.0548,1.0548,1.0548,2.1096,3.516
"1550","BA","292265","NORDESTINA",2505762,"UNIDADE BASICA DE SAUDE DE NORDESTINA",1726,708,0.410196987253766,"baixa vulnerabilidade",0.493142857142857,0.493142857142857,0.493142857142857,0.986285714285714,2.30133333333333
"1551","BA","292275","NOVA IBIÁ",6029027,"USF DA PEDRA BRANCA BIRIBEIRA",1942,747,0.384654994850669,"alta vulnerabilidade",0.971,0.971,0.971,1.942,2.58933333333333
"1552","BA","292285","NOVA REDENÇÃO",3044041,"USF CLODOALDO SOUZA BRAGA",1957,732,0.374041900868677,"média vulnerabilidade",0.7828,0.7828,0.7828,1.5656,2.60933333333333
"1553","BA","292300","NOVA VIÇOSA",2506300,"PSF 006 ANALIA RAMOS BARRETO",4846,1170,0.241436236070986,"baixa vulnerabilidade",1.38457142857143,1.38457142857143,1.38457142857143,2.76914285714286,6.46133333333333
"1554","BA","292300","NOVA VIÇOSA",3001687,"PSF 002 VEREADOR MOACIR MARTINS DA SILVA",3650,955,0.261643835616438,"baixa vulnerabilidade",1.04285714285714,1.04285714285714,1.04285714285714,2.08571428571429,4.86666666666667
"1555","BA","292300","NOVA VIÇOSA",3001695,"PSF 010 ROMULO PEREIRA MARTINS",1864,713,0.382510729613734,"alta vulnerabilidade",0.932,0.932,0.932,1.864,2.48533333333333
"1556","BA","292305","NOVO TRIUNFO",9427716,"USF MANOEL MESSIAS DE SANTANA",226,92,0.407079646017699,"alta vulnerabilidade",0.113,0.113,0.113,0.226,0.301333333333333
"1557","BA","292305","NOVO TRIUNFO",3078663,"USF MIGUEL CARDOSO",832,339,0.407451923076923,"alta vulnerabilidade",0.416,0.416,0.416,0.832,1.10933333333333
"1558","BA","292310","OLINDINA",2506556,"UNIDADE DE SAUDE DA FAMILIA CARRAPATINHO",1148,551,0.479965156794425,"alta vulnerabilidade",0.574,0.574,0.574,1.148,1.53066666666667
"1559","BA","292320","OLIVEIRA DOS BREJINHOS",2772442,"UNIDADE DE SAUDE DA FAMILIA DE ARRAIAL",1720,692,0.402325581395349,"média vulnerabilidade",0.688,0.688,0.688,1.376,2.29333333333333
"1560","BA","292335","OUROLÂNDIA",4029461,"USF DO POVOADO DE ALAGADICO SENHOR ELIO DIAS REGO",1653,664,0.401693889897157,"média vulnerabilidade",0.6612,0.6612,0.6612,1.3224,2.204
"1561","BA","292340","PALMAS DE MONTE ALTO",359939,"UNIDADE BASICA DE SAUDE JACKSON PEREIRA BALEEIRO",988,392,0.396761133603239,"alta vulnerabilidade",0.494,0.494,0.494,0.988,1.31733333333333
"1562","BA","292340","PALMAS DE MONTE ALTO",2600986,"UNIDADE BASICA DE SAUDE VALDECINA ROCHA DOS SANTOS",1611,555,0.344506517690875,"média vulnerabilidade",0.6444,0.6444,0.6444,1.2888,2.148
"1563","BA","292360","PARAMIRIM",4029585,"CENTRO DE SAUDE DE PARAMIRIM",1660,472,0.28433734939759,"baixa vulnerabilidade",0.474285714285714,0.474285714285714,0.474285714285714,0.948571428571429,2.21333333333333
"1564","BA","292360","PARAMIRIM",3031853,"UNIDADE DO PSF DO CIPO",1593,745,0.4676710608914,"alta vulnerabilidade",0.7965,0.7965,0.7965,1.593,2.124
"1565","BA","292360","PARAMIRIM",6242111,"UNIDADE DE SAUDE DA FAMILIA DO BAIRRO MAE ISABEL",1970,786,0.398984771573604,"média vulnerabilidade",0.788,0.788,0.788,1.576,2.62666666666667
"1566","BA","292370","PARATINGA",808733,"UNIDADE DE SAUDE DA FAMILIA ELIAS RODRIGUES DOS SANTOS",1631,692,0.424279583077866,"alta vulnerabilidade",0.8155,0.8155,0.8155,1.631,2.17466666666667
"1567","BA","292370","PARATINGA",6263259,"UNIDADE DE SAUDE DA FAMILIA PRACA DA BANDEIRA",2966,1267,0.427174645987862,"alta vulnerabilidade",1.483,1.483,1.483,2.966,3.95466666666667
"1568","BA","292370","PARATINGA",2508036,"UNIDADE DE SAUDE DA FAMILIA DO PAULISTA",2039,870,0.426679744973026,"alta vulnerabilidade",1.0195,1.0195,1.0195,2.039,2.71866666666667
"1569","BA","292380","PARIPIRANGA",9557385,"UNIDADE DE SAUDE DA FAMILIA FEIRINHA DO APERTADO DE PEDRAS",4343,1862,0.428735896845499,"média vulnerabilidade",1.7372,1.7372,1.7372,3.4744,5.79066666666667
"1570","BA","292390","PAU BRASIL",7477058,"UNIDADE DE SAUDE DA FAMILIA ERIC SOARES DOS SANTOS",2546,861,0.338177533385703,"média vulnerabilidade",1.0184,1.0184,1.0184,2.0368,3.39466666666667
"1571","BA","292400","PAULO AFONSO",3059138,"USF DELMIRO GOUVEIA",4072,1017,0.24975442043222,"média vulnerabilidade",1.6288,1.6288,1.6288,3.2576,5.42933333333333
"1572","BA","292400","PAULO AFONSO",5949416,"USF SAO FRANCISCO",3064,679,0.221605744125326,"baixa vulnerabilidade",0.875428571428571,0.875428571428571,0.875428571428571,1.75085714285714,4.08533333333333
"1573","BA","292450","PINDAÍ",761672,"UBS DURVALINA EMIDIA SANTOS",836,397,0.47488038277512,"alta vulnerabilidade",0.418,0.418,0.418,0.836,1.11466666666667
"1574","BA","292450","PINDAÍ",6211178,"USF DA TABUA",1684,775,0.46021377672209,"alta vulnerabilidade",0.842,0.842,0.842,1.684,2.24533333333333
"1575","BA","292460","PINDOBAÇU",2997428,"UNIDADE SAUDE DA FAMILIA QUILOMBOLA DE FUMACA",381,178,0.467191601049869,"alta vulnerabilidade",0.1905,0.1905,0.1905,0.381,0.508
"1576","BA","292465","PINTADAS",3281426,"UNIDADE DE SAUDE DA FAMILIA WILSON EMILSON DE SIQUEIRA",3533,1104,0.312482309651854,"média vulnerabilidade",1.4132,1.4132,1.4132,2.8264,4.71066666666667
"1577","BA","292467","PIRAÍ DO NORTE",5371295,"USF DR ROSEMBERT MAMEDIO DA SILVA",3628,1427,0.393329658213892,"baixa vulnerabilidade",1.03657142857143,1.03657142857143,1.03657142857143,2.07314285714286,4.83733333333333
"1578","BA","292480","PIRITIBA",2508427,"UBS FRANCA",2486,992,0.399034593724859,"alta vulnerabilidade",1.243,1.243,1.243,2.486,3.31466666666667
"1579","BA","292480","PIRITIBA",2508494,"UBS AREIA BRANCA",963,368,0.382139148494289,"alta vulnerabilidade",0.4815,0.4815,0.4815,0.963,1.284
"1580","BA","292480","PIRITIBA",9367934,"UBS LAVANDERIA",1526,504,0.330275229357798,"baixa vulnerabilidade",0.436,0.436,0.436,0.872,2.03466666666667
"1581","BA","292480","PIRITIBA",5970121,"UBS AYMORE",3004,1044,0.347536617842876,"média vulnerabilidade",1.2016,1.2016,1.2016,2.4032,4.00533333333333
"1582","BA","292490","PLANALTINO",2509121,"CENTRO DE SAUDE DE PLANALTINO",670,272,0.405970149253731,"alta vulnerabilidade",0.335,0.335,0.335,0.67,0.893333333333333
"1583","BA","292490","PLANALTINO",2509148,"U S F MANOEL J DE ANDRADE NOVA ITAIPE",1617,569,0.351886209029066,"baixa vulnerabilidade",0.462,0.462,0.462,0.924,2.156
"1584","BA","292500","PLANALTO",2649829,"USF DE SAUDE LAGOA DO TERTO",1701,604,0.355085243974133,"média vulnerabilidade",0.6804,0.6804,0.6804,1.3608,2.268
"1585","BA","292500","PLANALTO",7955855,"USF URBIS",3567,953,0.267171292402579,"baixa vulnerabilidade",1.01914285714286,1.01914285714286,1.01914285714286,2.03828571428571,4.756
"1586","BA","292500","PLANALTO",6505090,"USF CEAC",2967,909,0.306370070778564,"baixa vulnerabilidade",0.847714285714286,0.847714285714286,0.847714285714286,1.69542857142857,3.956
"1587","BA","292510","POÇÕES",5306515,"UNIDADE DE SAUDE DA FAMILIA ANTONIO MASCARENHAS",3904,1589,0.407018442622951,"alta vulnerabilidade",1.952,1.952,1.952,3.904,5.20533333333333
"1588","BA","292520","POJUCA",2627035,"UNIDADE BASICA DO PSF DO MIRANGA",1810,558,0.30828729281768,"alta vulnerabilidade",0.905,0.905,0.905,1.81,2.41333333333333
"1589","BA","292520","POJUCA",2653486,"UNIDADE BASICA DO PSF DA INOCOOP",4120,739,0.179368932038835,"baixa vulnerabilidade",1.17714285714286,1.17714285714286,1.17714285714286,2.35428571428571,5.49333333333333
"1590","BA","292520","POJUCA",2627043,"UNIDADE BASICA DO PSF DE RIACHAO",807,231,0.286245353159851,"alta vulnerabilidade",0.4035,0.4035,0.4035,0.807,1.076
"1591","BA","292520","POJUCA",3046478,"UNIDADE BASICA DO PSF DO CRUZEIRO",2348,388,0.165247018739353,"baixa vulnerabilidade",0.670857142857143,0.670857142857143,0.670857142857143,1.34171428571429,3.13066666666667
"1592","BA","292525","PONTO NOVO",7029497,"UNIDADE DE SAUDE DA FAMILIA QUINTINO MACIEL",2968,1479,0.498315363881402,"média vulnerabilidade",1.1872,1.1872,1.1872,2.3744,3.95733333333333
